date,value
2020-05-11,57.85297312734772
2020-05-12,69.69223713843014
2020-05-13,73.06827111226858
2020-05-14,74.48379469335892
2020-05-15,78.52662874315084
2020-05-16,79.59306115274354
2020-05-17,73.36560542794538
2020-05-18,73.57115813646314
2020-05-19,79.9066431343586
2020-05-20,75.04251949394629
2020-05-21,75.65196217476904
2020-05-22,71.67736644208904
2020-05-23,78.06888672796778
2020-05-24,63.78739348911942
2020-05-25,60.16066590315476
2020-05-26,60.90015879869659
2020-05-27,70.86374254573592
2020-05-28,84.50124815631229
2020-05-29,81.66956895909144
2020-05-30,74.45948941515384
2020-05-31,61.172349371530004
2020-06-01,52.33932776156511
2020-06-02,59.98175763966639
2020-06-03,69.72940242204938
2020-06-04,86.42018479402823
2020-06-05,79.92406953803575
2020-06-06,78.53453326914928
2020-06-07,62.202738258477225
2020-06-08,53.11767825955103
2020-06-09,55.89906056635293
2020-06-10,64.66586614423163
2020-06-11,86.49954601734208
2020-06-12,73.42605827807878
2020-06-13,76.05786571033325
2020-06-14,58.41411484110881
2020-06-15,61.91541286118451
2020-06-16,60.85083611647144
2020-06-17,65.69720412687428
2020-06-18,73.82942000782207
2020-06-19,72.42340816879162
2020-06-20,72.2491403689233
2020-06-21,58.796885961230146
2020-06-22,49.26295588431973
2020-06-23,50.660908754510444
2020-06-24,65.45962377667202
2020-06-25,80.03745395892592
2020-06-26,74.59924567733228
2020-06-27,67.52140809866948
2020-06-28,60.59133912304275
2020-06-29,60.00669006086262
2020-06-30,56.22920565515853
2020-07-01,60.62045389886512
2020-07-02,75.74926687832938
2020-07-03,74.01702644608156
2020-07-04,73.86617908669777
2020-07-05,58.15073486431471
2020-07-06,45.42695753678843
2020-07-07,46.365097740235996
2020-07-08,69.00502141277872
2020-07-09,76.91384610597196
2020-07-10,69.05645549086596
2020-07-11,62.35609268684093
2020-07-12,62.6309457690881
2020-07-13,44.10847463935252
2020-07-14,46.83260343078636
2020-07-15,62.07400890045245
2020-07-16,64.43683543342291
2020-07-17,68.05083594852874
2020-07-18,61.58595613065956
2020-07-19,55.152180826713426
2020-07-20,54.83183061905876
2020-07-21,49.92070485611318
2020-07-22,60.25012006473129
2020-07-23,54.344243525579586
2020-07-24,66.03096689578635
2020-07-25,56.398678555410115
2020-07-26,45.59611873608887
2020-07-27,41.64441890989994
2020-07-28,46.05346842712902
2020-07-29,59.88244779626507
2020-07-30,56.25250611048982
2020-07-31,64.73458673621894
2020-08-01,56.51900064449345
2020-08-02,48.39562147413303
2020-08-03,49.41218969043878
2020-08-04,48.79792570907137
2020-08-05,60.393851820506676
2020-08-06,60.537144923873576
2020-08-07,59.548805078362875
2020-08-08,56.29012917697351
2020-08-09,49.73912762932689
2020-08-10,43.79759321997335
2020-08-11,39.22598401930365
2020-08-12,52.72470972038663
2020-08-13,61.041604506489286
2020-08-14,74.23262668764542
2020-08-15,65.43688465082646
2020-08-16,42.930708523428684
2020-08-17,40.175669791309325
2020-08-18,36.05668024768111
2020-08-19,48.07331614388707
2020-08-20,60.26221314982412
2020-08-21,66.48788648319577
2020-08-22,51.25073384531289
2020-08-23,42.800298118642644
2020-08-24,29.781335079520286
2020-08-25,41.49730865334008
2020-08-26,44.68353796984043
2020-08-27,55.038207600390734
2020-08-28,55.10842625207766
2020-08-29,53.49227482043176
2020-08-30,36.3835634873047
2020-08-31,32.31787748337059
2020-09-01,52.12674333983877
2020-09-02,42.763300149706815
2020-09-03,51.441590499592365
2020-09-04,67.95308874228925
2020-09-05,67.8007478167156
2020-09-06,38.66257555489174
2020-09-07,37.19677574739263
2020-09-08,42.610239747314196
2020-09-09,57.30320574879668
2020-09-10,51.48818954152164
2020-09-11,57.07703115534892
2020-09-12,56.735221321385275
2020-09-13,46.305850861147356
2020-09-14,36.80759902735289
2020-09-15,39.92269836183947
2020-09-16,41.51381575516641
2020-09-17,54.9996316936513
2020-09-18,56.77916708230538
2020-09-19,53.856924426103866
2020-09-20,41.24297024895473
2020-09-21,40.97387724578043
2020-09-22,45.62358009479605
2020-09-23,49.17416305491946
2020-09-24,57.99867710531883
2020-09-25,58.46707614642567
2020-09-26,52.827607168711104
2020-09-27,40.58394476490896
2020-09-28,40.4118937724895
2020-09-29,40.32799379850987
2020-09-30,59.15853822406127
2020-10-01,64.44365863275621
2020-10-02,60.50887211494032
2020-10-03,49.431619840911715
2020-10-04,39.090796612065986
2020-10-05,45.287659982435045
2020-10-06,42.67209249094305
2020-10-07,51.67871095102771
2020-10-08,48.48059773414961
2020-10-09,63.8847779814828
2020-10-10,56.228200631673445
2020-10-11,39.85107238199713
2020-10-12,37.76579155842225
2020-10-13,43.5094089162696
2020-10-14,50.41370607535214
2020-10-15,56.65683487590241
2020-10-16,59.68496365290225
2020-10-17,53.691547019142405
2020-10-18,47.20173616138264
2020-10-19,48.556771417845674
2020-10-20,30.47344824534379
2020-10-21,50.122871509705774
2020-10-22,60.19563666121624
2020-10-23,62.91717977139048
2020-10-24,54.36586332778895
2020-10-25,38.96827932222994
2020-10-26,44.19096920019947
2020-10-27,53.3336291734627
2020-10-28,45.06614133293284
2020-10-29,65.09844716904176
2020-10-30,61.29843120549696
2020-10-31,57.459973755519904
2020-11-01,44.06555244248844
2020-11-02,42.493540003198426
2020-11-03,52.84826644036492
2020-11-04,57.335879418985805
2020-11-05,71.16365202299671
2020-11-06,70.58616771772168
2020-11-07,61.75496546462064
2020-11-08,59.87715109978305
2020-11-09,48.22231806508913
2020-11-10,52.38320464648874
2020-11-11,54.868238612865945
2020-11-12,64.79615426414841
2020-11-13,63.20572278601815
2020-11-14,66.53313964837892
2020-11-15,47.323144913728655
2020-11-16,52.02731825758462
2020-11-17,49.408776339438845
2020-11-18,64.35616513802215
2020-11-19,70.3961807819324
2020-11-20,78.00355489351739
2020-11-21,67.47513576652493
2020-11-22,47.61854435104735
2020-11-23,50.07239537995415
2020-11-24,46.82056615496014
2020-11-25,58.25353245235657
2020-11-26,76.56885938969849
2020-11-27,74.4841941672239
2020-11-28,62.74756353619565
2020-11-29,52.85528993994596
2020-11-30,53.039798885416374
2020-12-01,49.08953585810587
2020-12-02,60.003376543268836
2020-12-03,73.10872046261468
2020-12-04,79.6302421729693
2020-12-05,71.86376602702987
2020-12-06,49.06513734029218
2020-12-07,57.014768410837654
2020-12-08,58.16825643604639
2020-12-09,68.08234879361827
2020-12-10,82.30096492620316
2020-12-11,66.22550934700605
2020-12-12,68.56858198888254
2020-12-13,66.19572027067474
2020-12-14,50.31936690464732
2020-12-15,67.9363709678328
2020-12-16,70.61667908584765
2020-12-17,81.22762109364638
2020-12-18,76.47387377019837
2020-12-19,78.39123273857692
2020-12-20,71.39259918403306
2020-12-21,62.21082989237585
2020-12-22,64.5570868187385
2020-12-23,72.96372941133968
2020-12-24,75.52305486242565
2020-12-25,81.44329143527571
2020-12-26,76.41870488084155
2020-12-27,70.83197029325409
2020-12-28,68.9154709910567
2020-12-29,60.96675486787609
2020-12-30,73.86505518911258
2020-12-31,90.12817039399107
2021-01-01,81.34641875136727
2021-01-02,75.95509466594055
2021-01-03,72.81244937712292
2021-01-04,71.0243712160235
2021-01-05,69.20212689400269
2021-01-06,84.01921839146458
2021-01-07,89.88721972481461
2021-01-08,92.15314832085092
2021-01-09,85.71323595145363
2021-01-10,86.31140388041315
2021-01-11,68.64405992498308
2021-01-12,61.98930470277643
2021-01-13,88.25139815975291
2021-01-14,86.16355169808165
2021-01-15,91.3246361843486
2021-01-16,92.32328084089947
2021-01-17,69.48570616051904
2021-01-18,66.22579548687432
2021-01-19,66.80429642322609
2021-01-20,79.05213373755718
2021-01-21,93.43115501953953
2021-01-22,96.17464950728298
2021-01-23,89.91225041395735
2021-01-24,73.17472877700752
2021-01-25,63.66060147762339
2021-01-26,77.79440873575352
2021-01-27,83.36009661786792
2021-01-28,96.20961332003587
2021-01-29,99.72609061273506
2021-01-30,91.86695248546681
2021-01-31,86.66570220513461
2021-02-01,78.96463148262899
2021-02-02,82.76076788221276
2021-02-03,84.7631376513699
2021-02-04,95.56126024643316
2021-02-05,99.72532971671822
2021-02-06,97.78140293892298
2021-02-07,83.37663576899683
2021-02-08,82.88141320849115
2021-02-09,81.21436492462553
2021-02-10,90.10744168638377
2021-02-11,102.99052416528579
2021-02-12,91.13415856379646
2021-02-13,89.52825369253019
2021-02-14,80.23956477888748
2021-02-15,70.8854015132955
2021-02-16,111.87821963947681
2021-02-17,127.1400037322214
2021-02-18,130.08737342686604
2021-02-19,104.2520966087904
2021-02-20,103.59056609885
2021-02-21,96.39247358055673
2021-02-22,84.28055080094079
2021-02-23,93.60311032673765
2021-02-24,95.38737992548056
2021-02-25,98.8265354907775
2021-02-26,102.23610933598677
2021-02-27,92.65370428096254
2021-02-28,87.19180125805008
2021-03-01,84.68068997658025
2021-03-02,92.66334023889377
2021-03-03,105.30613750835903
2021-03-04,97.84308460981939
2021-03-05,108.87726465369684
2021-03-06,96.5228712731362
2021-03-07,140.71708948964746
2021-03-08,132.48996803235465
2021-03-09,126.128677602483
2021-03-10,102.86631527677774
2021-03-11,103.21406585120377
2021-03-12,105.69094096578593
2021-03-13,97.78609490351973
2021-03-14,91.36503597177727
2021-03-15,91.5391138603314
2021-03-16,90.55240500912329
2021-03-17,101.12257258208162
2021-03-18,109.26380019512133
2021-03-19,116.13934344283692
2021-03-20,102.55678464643893
2021-03-21,88.34809283906525
2021-03-22,95.79159194471185
2021-03-23,90.8567220744593
2021-03-24,106.0273203301577
2021-03-25,110.30558460981634
2021-03-26,109.7741334912671
2021-03-27,106.86753603391254
2021-03-28,106.2994304864873
2021-03-29,101.61131440249538
2021-03-30,93.59086032046783
2021-03-31,101.94388845391272
2021-04-01,114.41720093318668
2021-04-02,106.80749106830439
2021-04-03,107.3536199995801
2021-04-04,96.93827623701776
2021-04-05,93.27777380635008
2021-04-06,89.51752904203586
2021-04-07,93.59412536882773
2021-04-08,99.0287429692202
2021-04-09,105.76520430126456
2021-04-10,103.66993718270305
2021-04-11,95.83545527373542
2021-04-12,101.58706117159763
2021-04-13,99.3659472097994
2021-04-14,96.84214617002245
2021-04-15,111.2019820286549
2021-04-16,109.34577516645969
2021-04-17,104.52993098295346
2021-04-18,98.17601833819427
2021-04-19,94.9044353541482
2021-04-20,92.00722900979628
2021-04-21,106.79944815303868
2021-04-22,103.54157787409575
2021-04-23,111.16113599676572
2021-04-24,118.6490545437068
2021-04-25,98.03461388606858
2021-04-26,98.605606245269
2021-04-27,93.75345614368001
2021-04-28,103.93805211804633
2021-04-29,108.48324531176176
2021-04-30,109.75549625302274
2021-05-01,101.20386484932163
2021-05-02,98.4741176892511
2021-05-03,86.54836664475718
2021-05-04,95.95375273983242
2021-05-05,105.75436548117484
2021-05-06,109.85772544902626
2021-05-07,108.39870234178883
2021-05-08,106.55839321548937
2021-05-09,93.93179304523662
2021-05-10,94.6019871766976
2021-05-11,82.55304937799292
2021-05-12,97.70061393829347
2021-05-13,97.08861855625084
2021-05-14,101.33957429434464
2021-05-15,110.06057340845726
2021-05-16,98.8719964044428
2021-05-17,85.2164409177131
2021-05-18,83.05630081762624
2021-05-19,83.3843721829582
2021-05-20,103.1236823982978
2021-05-21,119.68604808712269
2021-05-22,104.15589742896442
2021-05-23,90.31005771227201
2021-05-24,89.82324761307802
2021-05-25,81.4207188848703
2021-05-26,95.3503195003693
2021-05-27,104.94224187596448
2021-05-28,105.73149397300064
2021-05-29,104.48842311794921
2021-05-30,93.35952397131398
2021-05-31,89.34389490273361
2021-06-01,84.264691413833
2021-06-02,99.78427075646184
2021-06-03,111.02560991422658
2021-06-04,99.72573816841157
2021-06-05,94.48943162600344
2021-06-06,96.68838297419845
2021-06-07,83.39897760849685
2021-06-08,93.05999085098162
2021-06-09,91.39837926755119
2021-06-10,108.45419039272967
2021-06-11,103.51477085958892
2021-06-12,98.48337923889358
2021-06-13,96.08150125437565
2021-06-14,80.78007976859507
2021-06-15,79.55395741240656
2021-06-16,89.5730391086775
2021-06-17,101.63222594751919
2021-06-18,93.20760840805285
2021-06-19,98.54680059706975
2021-06-20,83.7200986521971
2021-06-21,86.47356015551016
2021-06-22,70.4240422353856
2021-06-23,86.00971177971965
2021-06-24,89.05649674131823
2021-06-25,95.01583718074326
2021-06-26,94.70135669576705
2021-06-27,83.61510657592764
2021-06-28,77.5593016834367
2021-06-29,79.68622680442716
2021-06-30,89.04211194217677
2021-07-01,90.52531924743424
2021-07-02,100.75763677224502
2021-07-03,94.85071422867192
2021-07-04,84.50945135082593
2021-07-05,79.68125551077556
2021-07-06,80.03672896472429
2021-07-07,96.27382627728947
2021-07-08,93.2073308092465
2021-07-09,93.76499937606015
2021-07-10,85.84970891906475
2021-07-11,75.50655628071166
2021-07-12,68.7641917610735
2021-07-13,72.20367684309922
2021-07-14,83.8438504680275
2021-07-15,93.41954249440728
2021-07-16,93.66856601799577
2021-07-17,83.90998613341469
2021-07-18,83.29768163727104
2021-07-19,76.82177223262683
2021-07-20,73.99754179443323
2021-07-21,79.09144313943102
2021-07-22,92.66031616867345
2021-07-23,92.53485490820844
2021-07-24,78.69185875140073
2021-07-25,76.66506733845182
2021-07-26,72.65714703835461
2021-07-27,68.53428568657672
2021-07-28,81.55759781492831
2021-07-29,80.91246079524227
2021-07-30,96.56100801897632
2021-07-31,90.47467869515987
2021-08-01,74.06280299148965
2021-08-02,71.50328686231072
2021-08-03,59.341456451128714
2021-08-04,73.20483629280143
2021-08-05,57.06687832486496
2021-08-06,54.88973659203177
2021-08-07,86.24847210380109
2021-08-08,83.77577010512896
2021-08-09,62.28977260213348
2021-08-10,65.7141031075127
2021-08-11,78.69827572821887
2021-08-12,93.19999674824236
2021-08-13,80.77242233762124
2021-08-14,82.53186948621024
2021-08-15,81.53234380255128
2021-08-16,58.57752074458132
2021-08-17,62.186989882475736
2021-08-18,74.12189133759966
2021-08-19,81.2888600329101
2021-08-20,89.72369452017067
2021-08-21,81.30089364196927
2021-08-22,62.38695256997055
2021-08-23,68.27977525598193
2021-08-24,64.60201893353218
2021-08-25,81.54097670239389
2021-08-26,79.71457825029354
2021-08-27,81.47067244300638
2021-08-28,81.82410059816627
2021-08-29,74.13545958552635
2021-08-30,67.03592142203296
2021-08-31,58.188475496560834
2021-09-01,77.02010910473062
2021-09-02,76.87700956407073
2021-09-03,85.06138062831494
2021-09-04,71.26660819885215
2021-09-05,71.85522113041146
2021-09-06,60.10150681730468
2021-09-07,59.578996476955794
2021-09-08,77.31170269153381
2021-09-09,82.70671060878269
2021-09-10,80.30263190025508
2021-09-11,85.16656158181831
2021-09-12,66.9838886281894
2021-09-13,63.89700440277182
2021-09-14,66.97738560933237
2021-09-15,70.3238530804351
2021-09-16,83.57291893866594
2021-09-17,80.46339741135273
2021-09-18,75.65022611640745
2021-09-19,75.83792313838205
2021-09-20,58.41109366790194
2021-09-21,53.48665135346917
2021-09-22,81.43494525941026
2021-09-23,93.96245188242447
2021-09-24,81.14352681670984
2021-09-25,68.10421107899354
2021-09-26,67.59316131522044
2021-09-27,62.34477418539561
2021-09-28,64.80388646880327
2021-09-29,68.05744215806558
2021-09-30,84.39897890579212
2021-10-01,86.11906745499289
2021-10-02,70.6843721278207
2021-10-03,73.05093822572687
2021-10-04,74.49008231426708
2021-10-05,67.10547932810391
2021-10-06,72.47132824261281
2021-10-07,81.36611242030591
2021-10-08,87.18912500028956
2021-10-09,70.16066751082093
2021-10-10,71.07579532904698
2021-10-11,63.01442184043924
2021-10-12,76.26600666022841
2021-10-13,74.10932470178501
2021-10-14,91.27872975457863
2021-10-15,79.49811616090079
2021-10-16,82.69498944550514
2021-10-17,72.83606306536228
2021-10-18,61.6471274101808
2021-10-19,68.97972467464294
2021-10-20,82.14871191219459
2021-10-21,82.46614393652334
2021-10-22,77.74250131366989
2021-10-23,80.89584954535002
2021-10-24,67.99117081969938
2021-10-25,65.58390569288969
2021-10-26,69.02683034033089
2021-10-27,68.93840477185871
2021-10-28,77.4256152082755
2021-10-29,90.0694314728516
2021-10-30,79.86454194874975
2021-10-31,61.21142492716242
2021-11-01,72.78876801329662
2021-11-02,72.40231004960778
2021-11-03,75.53940511936983
2021-11-04,80.59794642539042
2021-11-05,93.5520497500163
2021-11-06,85.97415855143784
2021-11-07,87.73240927022307
2021-11-08,72.78433708009779
2021-11-09,74.8320218583958
2021-11-10,80.16097655752148
2021-11-11,93.18618934226579
2021-11-12,94.4515979483757
2021-11-13,92.47170514412261
2021-11-14,75.23052513498928
2021-11-15,70.55571053237986
2021-11-16,72.57849142346456
2021-11-17,87.0607994142753
2021-11-18,98.7355473647319
2021-11-19,91.20303333846604
2021-11-20,86.28947338959604
2021-11-21,81.63647655989553
2021-11-22,73.76106212495759
2021-11-23,82.01904218138696
2021-11-24,74.15978161630322
2021-11-25,89.44859550418528
2021-11-26,91.94961785358336
2021-11-27,79.20148595943218
2021-11-28,77.66271708098947
2021-11-29,72.85323000663467
2021-11-30,78.71613373426041
2021-12-01,93.46953575528303
2021-12-02,94.86541700092985
2021-12-03,93.23819120854385
2021-12-04,93.07040734952007
2021-12-05,90.29943185238452
2021-12-06,75.14199187873358
2021-12-07,77.78105346066799
2021-12-08,93.3285862665931
2021-12-09,97.63240236888173
2021-12-10,104.2966312952887
2021-12-11,95.97083208963471
2021-12-12,91.2620535476085
2021-12-13,77.56219530866329
2021-12-14,85.00427106739943
2021-12-15,92.22745809607711
2021-12-16,95.41932478471388
2021-12-17,96.0134697902816
2021-12-18,102.25173977954896
2021-12-19,88.79449682088938
2021-12-20,80.43261733816733
2021-12-21,87.40045329116573
2021-12-22,101.7471852156753
2021-12-23,126.74544327265815
2021-12-24,133.0061566664328
2021-12-25,130.87449094962108
2021-12-26,100.71248214086242
2021-12-27,89.82031526559986
2021-12-28,94.58662281006181
2021-12-29,93.27959491434788
2021-12-30,101.61333748109855
2021-12-31,111.79350495826796
2022-01-01,104.84787242286552
2022-01-02,99.03497530022275
2022-01-03,90.35478704340906
2022-01-04,95.02687300500624
2022-01-05,102.65675658155345
2022-01-06,113.98454720151852
2022-01-07,116.47239112024815
2022-01-08,99.33756278171448
2022-01-09,87.93215851391125
2022-01-10,99.17517756735934
2022-01-11,102.44346847101609
2022-01-12,99.62640766406037
2022-01-13,103.65386229864698
2022-01-14,115.783116644704
2022-01-15,114.93426874497086
2022-01-16,110.99149127029176
2022-01-17,99.57412120064521
2022-01-18,97.46291317621954
2022-01-19,103.07030252123994
2022-01-20,115.80581921454663
2022-01-21,116.57554757480598
2022-01-22,107.9763897724579
2022-01-23,115.00599337013571
2022-01-24,108.6635420481698
2022-01-25,107.73250651798992
2022-01-26,105.64750355967786
2022-01-27,122.7238309396641
2022-01-28,123.95388913474594
2022-01-29,117.9314054539634
2022-01-30,113.65990414168917
2022-01-31,105.54569092535468
2022-02-01,108.36460515515515
2022-02-02,116.02906233902833
2022-02-03,122.7253458005312
2022-02-04,114.38961547291014
2022-02-05,118.66734300650609
2022-02-06,107.13921753033856
2022-02-07,98.45566865043172
2022-02-08,115.53650016130463
2022-02-09,123.92864858743776
2022-02-10,130.23231062428533
2022-02-11,126.97366219856171
2022-02-12,127.36682694339478
2022-02-13,112.31888880311517
2022-02-14,108.18073708414026
2022-02-15,103.94482685015365
2022-02-16,119.52575013342444
2022-02-17,125.96708797729984
2022-02-18,121.38459645737473
2022-02-19,122.52877964162626
2022-02-20,114.00134023780771
2022-02-21,118.26573113319064
2022-02-22,115.96375147096937
2022-02-23,119.64737461701526
2022-02-24,128.92683675555762
2022-02-25,130.10459359472864
2022-02-26,123.72335695042125
2022-02-27,110.90806459573116
2022-02-28,110.40950288044397
2022-03-01,109.61523842398888
2022-03-02,115.1574159831591
2022-03-03,132.023260499827
2022-03-04,133.58912501291115
2022-03-05,117.51830229077935
2022-03-06,117.38496797100001
2022-03-07,117.78538258559445
2022-03-08,120.2475404862139
2022-03-09,128.10711533624763
2022-03-10,131.19357780419884
2022-03-11,128.90204682526004
2022-03-12,122.49012844653485
2022-03-13,121.14022012915034
2022-03-14,116.08382395182062
2022-03-15,122.73010243705586
2022-03-16,129.78107611023594
2022-03-17,131.60209303429116
2022-03-18,128.1312141370471
2022-03-19,162.935436166506
2022-03-20,157.08601399695362
2022-03-21,149.71978856880227
2022-03-22,114.4698388446523
2022-03-23,126.57122399512735
2022-03-24,130.72866754214107
2022-03-25,132.1565811858596
2022-03-26,131.5553601489136
2022-03-27,119.41620667036499
2022-03-28,117.33610939996719
2022-03-29,119.50653342883075
2022-03-30,120.34973909803537
2022-03-31,131.54113787677375
2022-04-01,143.1434216155087
2022-04-02,124.80400900060967
2022-04-03,111.41785262509175
2022-04-04,107.33993337414364
2022-04-05,118.77823503945757
2022-04-06,126.65223896359542
2022-04-07,133.76866259002819
2022-04-08,142.39348500539148
2022-04-09,117.57689183337227
2022-04-10,124.26615531611915
2022-04-11,124.7004722326984
2022-04-12,113.19673414791428
2022-04-13,124.76048501861817
2022-04-14,130.71312853784585
2022-04-15,131.93078918496798
2022-04-16,129.34896797055129
2022-04-17,129.42248701011
2022-04-18,126.03829213439074
2022-04-19,117.073676484348
2022-04-20,136.06237654543665
2022-04-21,134.49302971223898
2022-04-22,144.96872493963534
2022-04-23,130.27192798735592
2022-04-24,122.65909919318588
2022-04-25,118.35831186212395
2022-04-26,134.28828964906737
2022-04-27,130.39546804341362
2022-04-28,130.3423650209012
2022-04-29,140.57064611837563
2022-04-30,169.77299969594372
2022-05-01,160.36122263530058
2022-05-02,161.8428367112968
2022-05-03,117.92515683585897
2022-05-04,126.87099647823803
2022-05-05,133.25139699883917
2022-05-06,136.6754102317272
2022-05-07,131.58201777150745
2022-05-08,110.96494746734851
2022-05-09,118.43766423339068
2022-05-10,111.98638051102685
2022-05-11,117.35932258875604
2022-05-12,131.9484789758801
2022-05-13,134.43824711655043
2022-05-14,124.98271823857984
2022-05-15,123.76565525450606
2022-05-16,107.32274130627258
2022-05-17,113.7591363199211
2022-05-18,120.51285434788805
2022-05-19,130.84351216317194
2022-05-20,134.2185696914038
2022-05-21,122.18717849440507
2022-05-22,121.97929544489162
2022-05-23,113.0675194630355
2022-05-24,105.02503958598984
2022-05-25,112.3077381067653
2022-05-26,129.65141414731855
2022-05-27,130.32961086326443
2022-05-28,125.29393202285347
2022-05-29,116.77711000212712
2022-05-30,112.4147661114543
2022-05-31,117.73337274960147
2022-06-01,115.03200183032702
2022-06-02,122.31705043584459
2022-06-03,124.40938908354293
2022-06-04,125.67544295977113
2022-06-05,121.54046173505469
2022-06-06,107.50846346609173
2022-06-07,98.84493214067501
2022-06-08,110.40660921699646
2022-06-09,122.33214583100059
2022-06-10,125.38979765689086
2022-06-11,120.47400703579181
2022-06-12,113.77702711373448
2022-06-13,106.35878599116413
2022-06-14,114.83710570166248
2022-06-15,113.76874610850196
2022-06-16,120.3939494488052
2022-06-17,128.76765231488233
2022-06-18,113.01987106797796
2022-06-19,113.70268973803596
2022-06-20,106.5890550503747
2022-06-21,107.00131512164415
2022-06-22,123.22837134469808
2022-06-23,119.72339120327885
2022-06-24,134.7950811746127
2022-06-25,117.68336442897008
2022-06-26,103.47441417399443
2022-06-27,104.5246796493709
2022-06-28,100.45032601821427
2022-06-29,109.61617397194487
2022-06-30,122.90320290088624
2022-07-01,125.35146320934963
2022-07-02,113.77671007382168
2022-07-03,112.87132433143617
2022-07-04,108.03590955906009
2022-07-05,111.08554860197746
2022-07-06,114.09441901548308
2022-07-07,125.80820192060644
2022-07-08,111.24391781275132
2022-07-09,113.37441988713768
2022-07-10,101.67843428424804
2022-07-11,100.92713015842762
2022-07-12,99.13360112461643
2022-07-13,108.70825544644008
2022-07-14,126.49921722408845
2022-07-15,117.9028920769272
2022-07-16,115.14349495983988
2022-07-17,102.97039521942955
2022-07-18,98.8362477989963
2022-07-19,100.15670649063676
2022-07-20,109.9262296820808
2022-07-21,121.07092459506396
